id,name,dtype,typecode,address,tel,adname,marlon,marlat,wgs84lon,wgs84lat,big_category,medium_category,small_category
B0FFHINO9Q,杭州恒泰建设工程有限公司,公司企业;公司;公司,170200.0,宁围镇民和路500号民企大夏B座9楼,[],萧山区,120.255758,30.230543,120.25128940072538,30.232998837604825,公司企业,公司,公司
B0FFHCFN0U,浙江俏利网络科技股份有限公司,公司企业;公司;公司,170200.0,宁围镇民和路479号国泰科技大厦2单元1001室,[],萧山区,120.255432,30.229277,120.25096334612458,30.23173299662769,公司企业,公司,公司
B0FFH09M2X,杭州千克知识产权代理有限公司,公司企业;公司;公司,170200.0,联合中心南区2幢1202室,0571-85063530,萧山区,120.255206,30.230102,120.2507371661406,30.232557989868862,公司企业,公司,公司
B0FFH2TUWO,卫数信息科技有限公司,公司企业;公司;公司,170200.0,钱江世纪城民和路500号浙江民营企业发展大厦B幢304,[],萧山区,120.256894,30.231443,120.25242584141684,30.233898488227563,公司企业,公司,公司
B0FFG56YQC,杭州中星文化创意有限公司,公司企业;公司;公司,170200.0,民和路浙江民营企业发展大厦A座2层2503室,0571-57151595,萧山区,120.256128,30.230961,120.25165954034718,30.23341672071593,公司企业,公司,公司
B0FFGFC8NJ,杭州擎宇装饰工程有限公司,公司企业;公司;广告装饰,170201.0,宁围街道泰宏巷40号联合中心北区2幢701室,18757191388,萧山区,120.255095,30.229959,120.25062612177383,30.232415022746626,公司企业,公司,广告装饰
B0FFGHAMVR,杭州爱切瓦利服饰有限公司,公司企业;公司;公司,170200.0,宁围镇宁围街道民和路500号浙江民营企业大厦a座22层南面,[],萧山区,120.256176,30.230754,120.25170757939344,30.23320972292732,公司企业,公司,公司
B0FFGOEFLY,浙江九磊文化创意发展有限公司,公司企业;公司;公司,170200.0,宁围镇钱江世纪城民和路525号三宏国际大厦8楼B6办公室,[],萧山区,120.2548,30.231276,120.25033086229077,30.233731992888373,公司企业,公司,公司
B0FFGVWL9T,浙江慧豚网络科技有限公司,公司企业;公司;公司,170200.0,宁围镇浙江民营企业发展大厦A座5楼(民和路500号),[],萧山区,120.256128,30.230961,120.25165954034718,30.23341672071593,公司企业,公司,公司
B0FFGYRH53,中城建第八工程局有限公司,公司企业;公司;公司,170200.0,钱江世纪城民和路500号浙江民营企业发展大厦A座15层,[],萧山区,120.256128,30.230961,120.25165954034718,30.23341672071593,公司企业,公司,公司
B0FFHS3J7W,杭州火尼电子商务有限公司,公司企业;公司;公司,170200.0,宁围镇浙江民营企业发展大厦A座,0571-86722827;15168497441,萧山区,120.255936,30.231204,120.25146743101456,30.233659750734297,公司企业,公司,公司
B0FFI7KFLU,杭州经纬工程管理咨询有限公司,公司企业;公司;公司,170200.0,宁围镇民和路481号联合中心南区1幢602,[],萧山区,120.255654,30.229944,120.25118539979093,30.23239990204436,公司企业,公司,公司
B0FFGIXZU1,杭州顶集服装设计有限公司,公司企业;公司;公司,170200.0,宁围镇钱江世纪城民和路500号民企大厦a幢1单元1402室,0571-82766975;13989879242,萧山区,120.256288,30.230944,120.25181961502165,30.23339968200248,公司企业,公司,公司
B0FFH2RZ0C,杭州陈视空间设计有限公司,公司企业;公司;公司,170200.0,宁围镇市心北路民和路浙江民营企业发展大厦A座六楼,[],萧山区,120.25628,30.230947,120.25181161113905,30.23340268381481,公司企业,公司,公司
B0FFHI4Z4E,杭州新松机器人自动化有限公司,公司企业;公司;公司,170200.0,宁围镇民和路479号国泰科技大厦24楼,[],萧山区,120.256,30.22946,120.25153160374582,30.23191585335752,公司企业,公司,公司
B0FFHRY34V,杭州速七网络科技有限公司,公司企业;公司;公司,170200.0,宁围镇民和路浙江民营企业发展大厦A座17楼,[],萧山区,120.256142,30.231133,120.25167353272766,30.23358870555404,公司企业,公司,公司
B0FFHRPYVV,保翼文化艺术发展有限公司,公司企业;公司;公司,170200.0,宁围街道富业巷11号3层,[],萧山区,120.256345,30.23102,120.2518766346334,30.23347566239369,公司企业,公司,公司
B0FFHXAIOF,杭州一德学品网络科技有限公司,公司企业;公司;网络科技,170206.0,民和路500号民营企业发展大厦B幢1501,0571-83528375,萧山区,120.256836,30.231603,120.25236780345143,30.23405849317441,公司企业,公司,网络科技
B0FFHJPUQ3,杭州威立雅科技有限公司,公司企业;公司;公司,170200.0,宁围镇民和路500号浙江民营企业发展大厦B幢13楼,[],萧山区,120.256867,30.23139,120.25239883419552,30.23384549926041,公司企业,公司,公司
B0FFHLM549,杭州辉瑞文化创意有限公司(骑友网),公司企业;公司;公司,170200.0,民和路501号联合中心北区D座5楼501室,[],萧山区,120.254824,30.230816,120.25035491242768,30.233272019494304,公司企业,公司,公司
B0FFGBOD8W,杭州玖众科技有限公司,公司企业;公司;公司,170200.0,宁围镇宁围街道民和路500号浙江民营企业发展大厦b幢23楼,[],萧山区,120.25652,30.231239,120.25205169511489,30.23369460238201,公司企业,公司,公司
B0FFHIWOH4,杭州君言房地产营销策划有限公司,公司企业;公司;公司,170200.0,民和路479号国泰科技大厦A座8楼,0571-56178086,萧山区,120.256002,30.229459,120.25153360476212,30.23191485294188,公司企业,公司,公司
B0FFHPQT4D,浙江华治数聚科技股份有限公司,公司企业;公司;公司,170200.0,宁围镇明和路600号大象国际B座23层,[],萧山区,120.253036,30.233998,120.24856565127249,30.23645409179265,公司企业,公司,公司
B0FFGVWWYN,杭州正博建设项目管理咨询有限公司,公司企业;公司;公司,170200.0,宁围镇民和路481号联合中心南区1幢6楼601,[],萧山区,120.255408,30.230198,120.25093925891196,30.232653939917032,公司企业,公司,公司
B0FFGAS8BI,中荣消防技术服务有限公司,公司企业;公司;公司,170200.0,宁围镇民和路500号民企大厦A座4楼,[],萧山区,120.25656,30.231403,120.2520916994224,30.233858580719502,公司企业,公司,公司
B0FFHFPA6Q,杭州大光明电子商务有限公司,公司企业;公司;公司,170200.0,宁围镇民和路500号浙江民营企业发展大厦A座601,[],萧山区,120.25628,30.230947,120.25181161113905,30.23340268381481,公司企业,公司,公司
B0FFHLTRZ5,杭州天玺房地产代理有限公司,公司企业;公司;公司,170200.0,民和路浙江民营企业发展大厦A座,[],萧山区,120.256292,30.231045,120.2518236085729,30.23350067411932,公司企业,公司,公司
B0FFG97BL1,杭州冰狗计算机系统有限公司,公司企业;公司;公司,170200.0,钱江世纪城杭州市萧山区民和路481号联合中心南区B座501室,[],萧山区,120.255421,30.23028,120.25095225861445,30.232735931523745,公司企业,公司,公司
B0FFGY6DFF,浙江智源消防安全工程有限公司,公司企业;公司;公司,170200.0,宁围镇民和路500号民营企业发展大厦A座4楼409室,[],萧山区,120.256128,30.230961,120.25165954034718,30.23341672071593,公司企业,公司,公司
B0FFHENPCE,浙江惠众在线互联网科技发展有限公司,公司企业;公司;公司,170200.0,钱江世纪城民和路501号信息安全产业园联合中心北区1幢9楼,[],萧山区,120.25541,30.2302,120.2509412597355,30.232655939343804,公司企业,公司,公司
B0FFI1CMNE,杭州珍心健康科技有限公司,公司企业;公司;公司,170200.0,宁围镇富业巷23号浙江民营企业发展大厦B座612室,[],萧山区,120.256897,30.231543,120.25242883451484,30.2339984805658,公司企业,公司,公司
B0FFH8E67S,万和国际物业服务处,公司企业;公司;公司,170200.0,宁围镇市心北路与皓月路交叉口,[],萧山区,120.256411,30.233073,120.25194249633222,30.2355285044744,公司企业,公司,公司
B0FFHWI20O,杭州积家装饰设计工程有限公司,公司企业;公司;公司,170200.0,宁围镇祥腾财富中心B座,[],萧山区,120.256602,30.230478,120.25213379366672,30.23293363258853,公司企业,公司,公司
B0FFHCFJWA,杭州未末工业设计有限公司,公司企业;公司;公司,170200.0,民和路民营企业发展大厦A座503,0571-86611212,萧山区,120.25604,30.231112,120.2515714871971,30.23356773195216,公司企业,公司,公司
B0FFG8H06H,浙江杭州昊祥电子商务有限公司,公司企业;公司;公司,170200.0,宁围镇民企大厦钱江四季城民和路500号a座17层,[],萧山区,120.255001,30.231044,120.25053198505636,30.23349996853659,公司企业,公司,公司
B0FFHFMDZ8,柯铭汽车服务有限公司,公司企业;公司;公司,170200.0,宁围街道望京商务中心3栋1单元23层,18806859693,萧山区,120.254357,30.236545,120.24988719587806,30.239000707958567,公司企业,公司,公司
B0FFI0X4BI,杭州康浩一家家居科技有限公司,公司企业;公司;公司,170200.0,民营企业发展大厦2幢2601,[],萧山区,120.256317,30.231403,120.2518485906157,30.23385864338304,公司企业,公司,公司
B0FFG8E4TA,杭州佳丽汽车油漆有限公司,公司企业;公司;公司,170200.0,民和路496号附近,[],萧山区,120.25628,30.230947,120.25181161113905,30.23340268381481,公司企业,公司,公司
B0FFIBTLCD,和创(北京)科技股份有限公司,公司企业;公司;公司,170200.0,宁围镇民和路与皓月路交叉口东北200米诺德财富大厦2106室,[],萧山区,120.255096,30.233776,120.2506268098558,30.236231760713835,公司企业,公司,公司
B0FFILKH70,栢特薇(中国)化妆品有限公司,公司企业;公司;公司,170200.0,宁围镇诺德财富中心2101,[],萧山区,120.255096,30.233776,120.2506268098558,30.236231760713835,公司企业,公司,公司
B0FFHCEPP2,浙江海侨购网络科技有限公司,公司企业;公司;公司,170200.0,萧山经济技术开发区民和路浙江民营企业发展大厦B座2层,[],萧山区,120.25695,30.231596,120.2524818527658,30.23405146230477,公司企业,公司,公司
B0FFGBMB05,浙江兆泉智能科技有限公司,公司企业;公司;公司,170200.0,宁围镇民和路500号浙江民营企业发展大厦b座27层,[],萧山区,120.256526,30.231155,120.25205770465377,30.233610606543103,公司企业,公司,公司
B0FFH7ZJ7G,杭州鼎典创新设计顾问有限公司,公司企业;公司;公司,170200.0,宁围镇浙江民营企业发展大厦B座3楼,[],萧山区,120.256901,30.231543,120.252432836224,30.233998479464947,公司企业,公司,公司
B0FFHPXU9F,杭州柏树工业产品设计有限公司,公司企业;公司;公司,170200.0,宁围镇钱江世纪城民和路民营企业大厦B座13楼,0571-88069819;18958046875,萧山区,120.256911,30.231528,120.25244284172145,30.233983477736043,公司企业,公司,公司
B0FFG8H8B5,杭州科瑞特环境技术有限公司,公司企业;公司;公司,170200.0,宁围镇民和路浙江民营企业发展大厦b幢19楼,0571-57576788,萧山区,120.256529,30.231239,120.25206069911032,30.23369460003198,公司企业,公司,公司
B0FFHVWIV2,七鑫网络科技有限公司,公司企业;公司;公司,170200.0,宁围镇钱江世纪城鸿宁路与皓月路交叉口(盈丰地铁口A口旁边)左右世界办公大楼1801,[],萧山区,120.257129,30.235769,120.25266058657682,30.238224121179947,公司企业,公司,公司
B0FFIB4C2W,交换空间设计公司,公司企业;公司;公司,170200.0,宁围镇钱江世纪城明和路476号,[],萧山区,120.257129,30.235769,120.25266058657682,30.238224121179947,公司企业,公司,公司
B0FFGOCFM1,杭州思维装饰工程有限公司,公司企业;公司;公司,170200.0,宁围镇皓月路188号钱江世纪城万和国际中心6号楼9层,[],萧山区,120.257088,30.233963,120.25261971726523,30.23641826001113,公司企业,公司,公司
B0FFHUOR86,久居装饰(萧山分公司),公司企业;公司;公司,170200.0,鸿宁路港丽望京C2座12楼,0571-87110692,萧山区,120.254843,30.236506,120.25037345652464,30.238961619152004,公司企业,公司,公司
B023B0BKKS,浙江万丰集团萧山城厢供销有限公司,公司企业;公司;公司,170200.0,宁围镇文明路458号,[],萧山区,120.268894,30.21265,120.26442935749188,30.215100700382752,公司企业,公司,公司
B0FFILBQO3,众志清洁有限责任公司,公司企业;公司企业;公司企业,170000.0,[],[],萧山区,120.263709,30.213059,120.25924423450527,30.21551290265585,公司企业,公司企业,公司企业
B0FFHJTCJR,三拓装饰,公司企业;公司;广告装饰,170201.0,宁围镇文明路507-508号,0571-82666715,萧山区,120.266756,30.212839,120.262291443681,30.215291136805508,公司企业,公司,广告装饰
B0FFH5B01F,浙江恒辉勘测设计有限公司,公司企业;公司;公司,170200.0,文明路596-597号附近,[],萧山区,120.261734,30.212888,120.25726891055696,30.215342884246752,公司企业,公司,公司
B0FFHF6A0Y,利辉装饰,公司企业;公司;广告装饰,170201.0,宁围镇文明路605号,[],萧山区,120.261277,30.212897,120.25681180741653,30.21535208810023,公司企业,公司,广告装饰
B0FFIAJT6F,茂都装饰,公司企业;公司企业;公司企业,170000.0,文明路605号附近,[],萧山区,120.261149,30.212846,120.2566837812674,30.21530114688585,公司企业,公司企业,公司企业
B0FFGARE7P,杭州花纱庭纺织品有限公司,公司企业;公司;公司,170200.0,宁围镇文明路562号二楼北门,[],萧山区,120.263533,30.212864,120.25906822720872,30.215318006279706,公司企业,公司,公司
B023B14OOL,中国福利彩票,生活服务;彩票彩券销售点;彩票彩券销售点,71800.0,盈丰街15号附近,[],萧山区,120.264654,30.235567,120.2601874950584,30.2380189442299,生活服务,彩票彩券销售点,彩票彩券销售点
B023B1BMZI,科威国际不动产(惠居旗舰店),生活服务;中介机构;中介机构,71600.0,宁围镇佳境天城佳境街1-2号,[],萧山区,120.268098,30.21728,120.26363303917375,30.219730986744537,生活服务,中介机构,中介机构
B0FFHJTNFW,哇哈哈&湘湖泉总经销,生活服务;生活服务场所;生活服务场所,70000.0,丰盈线附近,0571-82691959,萧山区,120.264848,30.235269,120.26038153561096,30.2377208554626,生活服务,生活服务场所,生活服务场所
B0FFFF9FXR,堂雅房产(和美家店),生活服务;中介机构;中介机构,71600.0,市心北路顺发和美家飞虹路1896号,0571-83737928,萧山区,120.263292,30.229887,120.2588258007095,30.232340069567,生活服务,中介机构,中介机构
B0FFGYZRRJ,尚爱造型(市心北路),生活服务;美容美发店;美容美发店,71100.0,宁围镇市心北路2号线地铁口飞虹路出口1530号,15858189529,萧山区,120.263476,30.22999,120.2590098184698,30.23244296760548,生活服务,美容美发店,美容美发店
B0FFFEB4O8,骐骥地产,生活服务;中介机构;中介机构,71600.0,宁围镇市心北路1523号,[],萧山区,120.263868,30.230002,120.25940186839333,30.23245476023448,生活服务,中介机构,中介机构
B0FFI4C75P,中国电信(全网通手机营业厅),生活服务;电讯营业厅;中国电信营业厅,70601.0,飞虹路1781号,17742008340,萧山区,120.261265,30.228501,120.25679852818662,30.23095512669383,生活服务,电讯营业厅,中国电信营业厅
B0FFHJT3QT,Q房网(市心北路),生活服务;中介机构;中介机构,71600.0,宁围镇市心北路1511号,0571-22810819,萧山区,120.264301,30.229836,120.25983493048776,30.23228853673053,生活服务,中介机构,中介机构
B0FFGIXT6R,宜家(和美家店),生活服务;中介机构;中介机构,71600.0,宁围镇市心北路1535号,0571-82824667,萧山区,120.263444,30.229978,120.2589778150026,30.2324309850287,生活服务,中介机构,中介机构
B0FFHCPMNZ,国家电网(萧山钱江供电所营业厅),生活服务;电力营业厅;电力营业厅,71000.0,飞虹路2050号,[],萧山区,120.264339,30.234139,120.25987258223286,30.23659122029261,生活服务,电力营业厅,电力营业厅
B0FFF08CDH,乐嘉地产(和美家店),生活服务;中介机构;中介机构,71600.0,宁围镇顺发和美家楼下飞虹路1892号,0571-82200114,萧山区,120.263253,30.229859,120.25878679726138,30.232312091433773,生活服务,中介机构,中介机构
B0FFHID0M2,国兴修理店,生活服务;维修站点;维修站点,71200.0,盈一村426号附近,[],萧山区,120.264849,30.235451,120.26038252079468,30.23790284201469,生活服务,维修站点,维修站点
B0FFHJWROD,Q房网找房子(和美家店),生活服务;中介机构;中介机构,71600.0,市心北路1503号附近,[],萧山区,120.264344,30.229748,120.25987794206442,30.232200518975706,生活服务,中介机构,中介机构
B023B144AP,世佳地产(市心北路),生活服务;中介机构;中介机构,71600.0,市心北路813-815号,0571-82738060,萧山区,120.268083,30.218342,120.26361795319136,30.220792933047864,生活服务,中介机构,中介机构
B0FFF2SNG0,都市房网(丰盈线),生活服务;中介机构;中介机构,71600.0,市心北路1537号,0571-82651216,萧山区,120.263456,30.229987,120.25898981593976,30.23243997819587,生活服务,中介机构,中介机构
B0FFGYZEZM,口碑吉家(浙佳店),生活服务;中介机构;中介机构,71600.0,北干街道顺发和美家飞虹路1886号,[],萧山区,120.263147,30.229709,120.25868079360303,30.232162155555933,生活服务,中介机构,中介机构
B0FFHJWPJ8,中国体育彩票,生活服务;彩票彩券销售点;彩票彩券销售点,71800.0,利华路与市心北路交叉口西100米,[],萧山区,120.26823,30.219021,120.26376488860171,30.22147179054297,生活服务,彩票彩券销售点,彩票彩券销售点
B0FFI5EUTR,中国体育彩票,生活服务;彩票彩券销售点;彩票彩券销售点,71800.0,利华路与市心北路交叉口西50米,[],萧山区,120.268831,30.218919,120.264365850505,30.221369374828253,生活服务,彩票彩券销售点,彩票彩券销售点
B0FFIM7WCH,杜伊勒里工作室,生活服务;生活服务场所;生活服务场所,70000.0,市心北路顺发和美家9-2-2501,[],萧山区,120.262241,30.22869,120.2577747208932,30.23114366869805,生活服务,生活服务场所,生活服务场所
B0FFHXOJQX,逸明画廊,生活服务;生活服务场所;生活服务场所,70000.0,市心北路1808号附近,[],萧山区,120.26021,30.233132,120.25574287730352,30.235586253760463,生活服务,生活服务场所,生活服务场所
B0FFFVWU88,湘印图文(市心北路),生活服务;生活服务场所;生活服务场所,70000.0,宁围镇市心北路835号,18072857136,萧山区,120.268264,30.218994,120.26379888858756,30.2214447686608,生活服务,生活服务场所,生活服务场所
B0FFHD44SE,达安基因杭州服务中心,生活服务;生活服务场所;生活服务场所,70000.0,市心北路农业大厦1号楼1208,[],萧山区,120.269237,30.220499,120.26477168132836,30.222948985628715,生活服务,生活服务场所,生活服务场所
B0FFGIZVRY,绿都港汇中心售楼处,生活服务;生活服务场所;生活服务场所,70000.0,宁围镇市心北路农业大厦对面,[],萧山区,120.268114,30.220618,120.26364876518588,30.223068772422668,生活服务,生活服务场所,生活服务场所
B0FFG4HOX4,盈丰花圈店,生活服务;丧葬设施;丧葬设施,71900.0,宁围镇,0571-82690144,萧山区,120.259792,30.234479,120.25532464580148,30.23693332334576,生活服务,丧葬设施,丧葬设施
B0FFG76DUS,21世纪不动产(顺发·和美家东北),生活服务;中介机构;中介机构,71600.0,宁围镇市心北路1537号(顺发和美家底商),13735527483,萧山区,120.263354,30.229925,120.25888780658836,30.23237803512772,生活服务,中介机构,中介机构
B0FFH56DD2,自行车租赁点(顺发·和美家东北),生活服务;生活服务场所;生活服务场所,70000.0,宁围镇(顺发和美家东北),[],萧山区,120.263848,30.230353,120.2593818372356,30.23280574719296,生活服务,生活服务场所,生活服务场所
B0FFHJSYAZ,中国福利彩票,生活服务;彩票彩券销售点;彩票彩券销售点,71800.0,振宁路与永晖路交叉口东50米,[],萧山区,120.265933,30.215617,120.26146820403764,30.21806948858744,生活服务,彩票彩券销售点,彩票彩券销售点
B0FFGAQZKZ,洁丽洗得好,生活服务;洗衣店;洗衣店,71500.0,市心北路与扬帆路交叉口西北150米,[],萧山区,120.266267,30.228367,120.26180116957772,30.23081848370294,生活服务,洗衣店,洗衣店
B0FFHJTRUZ,国家电网24小时自助服务厅(钱江供电营业厅),生活服务;电力营业厅;电力营业厅,71000.0,盈丰街与飞虹路交叉口北150米,[],萧山区,120.264056,30.234619,120.25958951262392,30.237071341180965,生活服务,电力营业厅,电力营业厅
B0FFGYZRSE,科威国际不动产(市心北路),生活服务;中介机构;中介机构,71600.0,宁围镇市心北路1525号,[],萧山区,120.263777,30.23003,120.25931085487724,30.23248280679815,生活服务,中介机构,中介机构
B0FFH153VQ,中通快递(萧山市区十八部营业部),生活服务;物流速递;物流速递,70500.0,宁围镇建设四路与金鸡路交叉口东北角20米,95311,萧山区,120.264226,30.228706,120.25976001512616,30.231158653602545,生活服务,物流速递,物流速递
B0FFI0HPG5,Hey Girl私人定制,生活服务;美容美发店;美容美发店,71100.0,永晖路438号和美家旁(寒舍创客公寓6107),18758022350;18368148010,萧山区,120.264208,30.227633,120.25974210100662,30.23008573464205,生活服务,美容美发店,美容美发店
B023B140FR,中国体育彩票,生活服务;彩票彩券销售点;彩票彩券销售点,71800.0,宁围镇振宁路851号,[],萧山区,120.265928,30.215608,120.26146320460978,30.218060492163588,生活服务,彩票彩券销售点,彩票彩券销售点
B0FFHXOJC0,从乾地产,生活服务;中介机构;中介机构,71600.0,宁围镇市心北路新市民公寓3幢1单元最西边商铺,0571-82311262,萧山区,120.260193,30.233144,120.25572587153977,30.23559825970811,生活服务,中介机构,中介机构
B0FFFWDUNO,湘居房产,生活服务;中介机构;中介机构,71600.0,宁围镇振宁路803号,0571-82755040,萧山区,120.267899,30.215396,120.26343420419109,30.217847234629275,生活服务,中介机构,中介机构
B023B14RXS,丰东村村邮站,生活服务;邮局;邮局,70400.0,振宁路981号,[],萧山区,120.262472,30.215601,120.25800683481104,30.218055379965094,生活服务,邮局,邮局
B0FFHLGLJM,浙联房产,生活服务;中介机构;中介机构,71600.0,宁围镇振宁路849号,[],萧山区,120.266066,30.215661,120.26160120440728,30.218113404658588,生活服务,中介机构,中介机构
B0FFHJJU8F,链家,生活服务;中介机构;中介机构,71600.0,宁围镇佳境街44-46号,0571-22910830,萧山区,120.266792,30.216237,120.26232716567496,30.21868891536948,生活服务,中介机构,中介机构
B0FFFF5WE7,佳境天城物业服务中心,生活服务;生活服务场所;生活服务场所,70000.0,宁围镇,[],萧山区,120.266042,30.218875,120.26157694087726,30.221327226718564,生活服务,生活服务场所,生活服务场所
B0FFF2X2BQ,信业居房产,生活服务;中介机构;中介机构,71600.0,宁围镇佳境天城佳境街41号,0571-82165509,萧山区,120.266911,30.216354,120.26244615534132,30.21880583200217,生活服务,中介机构,中介机构
B0FFFGUNTA,泰丰图文广告,生活服务;生活服务场所;生活服务场所,70000.0,宁围镇振宁路815号,0571-83692596,萧山区,120.267423,30.215403,120.26295822298349,30.217854553674805,生活服务,生活服务场所,生活服务场所
B0FFHJTKEJ,名仕之家(飞虹路),生活服务;中介机构;中介机构,71600.0,民和路与飞虹路交叉口西北50米,[],萧山区,120.25761,30.226572,120.25314253474372,30.229027607324,生活服务,中介机构,中介机构
B0FFHTNSEY,都市房网,生活服务;中介机构;中介机构,71600.0,振宁路786-6号附近,0571-86961383,萧山区,120.267185,30.216502,120.26272013919292,30.218953645315462,生活服务,中介机构,中介机构
B0FFG8H056,兴都装饰,生活服务;生活服务场所;生活服务场所,70000.0,萧山经济技术开发区市心北路563号海杰德大厦b幢2单元1201,0571-82623808,萧山区,120.26927,30.21382,120.2648052240777,30.21627036162058,生活服务,生活服务场所,生活服务场所
B0FFHJUCMV,顺发·美哉美城售楼部,生活服务;生活服务场所;生活服务场所,70000.0,民和路与飞虹路交叉口东南100米,[],萧山区,120.258426,30.225619,120.25395892086888,30.22807441049457,生活服务,生活服务场所,生活服务场所
B0FFHRHY4D,万品天街生活服务中心,生活服务;生活服务场所;生活服务场所,70000.0,天合苑2幢1楼,[],萧山区,120.267644,30.21631,120.2631791410016,30.218761352720666,生活服务,生活服务场所,生活服务场所
B0FFHJTFHL,21世纪不动产(飞虹路),生活服务;中介机构;中介机构,71600.0,民和路与飞虹路交叉口西100米,0571-88006825,萧山区,120.257277,30.226377,120.25280941646842,30.22883271852536,生活服务,中介机构,中介机构
B0FFH5QIQB,21世纪不动产(振宁路),生活服务;中介机构;中介机构,71600.0,宁围镇振宁路838号,0571-82651895,萧山区,120.266345,30.215966,120.26188018533612,30.21841821394247,生活服务,中介机构,中介机构
B0FFGZ65R1,自行车租赁点(萧山农业大厦西),生活服务;生活服务场所;生活服务场所,70000.0,利华路与市心北路交叉口东北50米,[],萧山区,120.26921,30.219168,120.26474479307514,30.221618087002668,生活服务,生活服务场所,生活服务场所
B0FFHYOV4A,嗨宝家政,生活服务;生活服务场所;生活服务场所,70000.0,宁围镇振宁路佳镜天城天合苑南门24号嗨宝家政绿烽农业果蔬自产自销点隔壁,[],萧山区,120.267384,30.216676,120.26291912003154,30.2191275040733,生活服务,生活服务场所,生活服务场所
B0FFIDKADX,顺家地产,生活服务;生活服务场所;生活服务场所,70000.0,宁围镇佳境天城成合苑6栋32号,[],萧山区,120.26718,30.216591,120.26271513201608,30.21904264328727,生活服务,生活服务场所,生活服务场所
B0FFGZFT49,科威国际不动产(佳境天城境合苑西),生活服务;中介机构;中介机构,71600.0,宁围镇市心北路佳境天城镜合苑10号楼底下商铺,[],萧山区,120.268,30.219736,120.26353484387528,30.22218690489225,生活服务,中介机构,中介机构
B0FFG8IFKZ,万达国际速递,生活服务;生活服务场所;生活服务场所,70000.0,宁围镇佳境天城成合苑1-2-1501,[],萧山区,120.265686,30.217688,120.26122102528356,30.22014051452328,生活服务,生活服务场所,生活服务场所
B0FFHXOJ0R,我爱我家,生活服务;中介机构;中介机构,71600.0,宁围镇振宁路佳境天城836号,[],萧山区,120.266392,30.215974,120.26192718534485,30.218426184102373,生活服务,中介机构,中介机构
B0FFFDF28E,顺发门业,生活服务;生活服务场所;生活服务场所,70000.0,宁围镇佳境天城境合苑7栋901室,13819499213,萧山区,120.268403,30.217707,120.26393798426604,30.220157749997814,生活服务,生活服务场所,生活服务场所
B0FFHXOGNA,链家地产,生活服务;中介机构;中介机构,71600.0,宁围镇钱江世纪城飞虹路1751号,[],萧山区,120.260294,30.227773,120.25582733927988,30.23022758309748,生活服务,中介机构,中介机构
B0FFGZFUFB,盈一村居家养老服务照料中心,生活服务;生活服务场所;生活服务场所,70000.0,鸿宁路与鸿达路交叉口南100米萧山图书馆盈一村分馆附近,[],萧山区,120.261005,30.235985,120.2565378532465,30.238438724243963,生活服务,生活服务场所,生活服务场所
B0FFHUWREB,中国邮政(丰东村村邮站),生活服务;邮局;邮局,70400.0,振宁路981号,[],萧山区,120.262413,30.215543,120.25794782874527,30.217997411811368,生活服务,邮局,邮局
B0FFHRY33I,我爱我家店,生活服务;生活服务场所;生活服务场所,70000.0,宁围镇佳境天城佳境街6号,[],萧山区,120.268983,30.217688,120.2645179370532,30.220138340617904,生活服务,生活服务场所,生活服务场所
B0FFIGNGG7,科地地产,生活服务;生活服务场所;生活服务场所,70000.0,飞虹路1737-1号附近,[],萧山区,120.25997,30.227463,120.25550327252444,30.22991773194539,生活服务,生活服务场所,生活服务场所
B0FFFGUI5K,南口广告,生活服务;生活服务场所;生活服务场所,70000.0,宁围镇振宁路870号,15968862376,萧山区,120.265802,30.216001,120.2613371679857,30.218453545373805,生活服务,生活服务场所,生活服务场所
B0FFHUKXUS,HDD洗衣,生活服务;生活服务场所;生活服务场所,70000.0,振宁路786-6号附近,18814825507,萧山区,120.267218,30.216531,120.26275313611944,30.2189826219839,生活服务,生活服务场所,生活服务场所
B0FFI73YR3,丰巢快递柜,生活服务;生活服务场所;生活服务场所,70000.0,宁围镇佳境天城佳合苑8幢架空层,[],萧山区,120.267092,30.218975,120.262626938652,30.221426557081816,生活服务,生活服务场所,生活服务场所
B0FFHJTLC2,佳境送水站(振宁路),生活服务;生活服务场所;生活服务场所,70000.0,宁围街道振宁路835号,15356690519,萧山区,120.266741,30.215594,120.2622762184067,30.21804598601267,生活服务,生活服务场所,生活服务场所
B0FFI095F7,链家中介地产,生活服务;生活服务场所;生活服务场所,70000.0,宁围镇佳境街45号,[],萧山区,120.266645,30.216215,120.2621801675886,30.218667010373125,生活服务,生活服务场所,生活服务场所
B0FFFR7EAP,修包修鞋(上海华立鞋艺),生活服务;生活服务场所;生活服务场所,70000.0,振宁路852号附近,[],萧山区,120.266,30.216015,120.26153517358073,30.21846742416752,生活服务,生活服务场所,生活服务场所
B0FFGZ0Z9H,自行车租赁点(永晖路),生活服务;生活服务场所;生活服务场所,70000.0,振宁路868号附近,[],萧山区,120.265547,30.216266,120.26108213516414,30.21871868260479,生活服务,生活服务场所,生活服务场所
B0FFIKEJDO,菜鸟驿站(杭州丰北一苑利丰路736号店),生活服务;物流速递;物流速递,70500.0,宁围镇利丰路736号,[],萧山区,120.25788,30.2294,120.25341240855538,30.231855337113533,生活服务,物流速递,物流速递
