osm_index,osm_name,osm_latitude,osm_longitude,osm_address,osm_postalcode,fsq_index,fsq_name,fsq_latitude,fsq_longitude,fsq_address,fsq_postalcode,label
osm_914,Quest Diagnostics,40.3816378,-80.0439499,"Washington Road, 642",15228,fsq_2477,Quest Diagnostics,40.3815697,-80.04411891,642 Washington Rd,15228,1
osm_353,Oakland Square,40.43706358,-79.95099408,,,fsq_1548,Oakland General Store,40.440551,-79.956705,,,0
osm_2422,Washington Blvd opp Highland Dr,40.4742857,-79.9079463,,,fsq_93,Washington Blvd at Frankstown,40.45869083,-79.90798928,,,0
osm_307,University of Pittsburgh,40.44398772,-79.95764068,,,fsq_1888,University of Pittsburgh Department of Chemistry,40.44599178,-79.95742321,219 Parkman Ave,15260,0
osm_2059,Number Garden,40.44090961,-79.94247832,,,fsq_1214,Number Garden,40.44144213,-79.94245541,5000 Forbes Ave,15213,1
osm_1039,Chatham University,40.44877159,-79.9249022,,,fsq_421,Chatham Gym,40.44987962,-79.92731261,,15024,0
osm_1846,Mount Olive Baptist Church,40.41366141,-79.88099343,,,fsq_2004,Mount Olive Baptist Church Of Rankin,40.41373965,-79.881682,Forth St,15104,1
osm_2397,Allegheny Cemetery,40.47296983,-79.94897049,,,fsq_925,Allegheny Cemetery,40.46549249,-79.94667357,4734 Butler St,15201,0
osm_1190,PNC,40.45131694,-80.00682267,,,fsq_466,PNC Bank,40.4413,-80.0013,"225 5th Ave, at 3 PNC Plaza",15222,0
osm_760,"Carriage House, Chatham University",40.44713758,-79.9246877,,,fsq_1761,"Art & Design Center, Chatham University",40.45027717,-79.92506525,"Woodland Rd., Murray Hill Pl",15232,0
osm_1182,St. Paul Cathedral,40.44693343,-79.94981643,"North Dithridge Street, 108",15213-2608,fsq_393,Saint Paul Cathedral,40.44727365,-79.94981647,"108 N Dithridge St, Fifth",15213,1
osm_1712,Schenley House,40.44894129,-79.95074574,"North Craig Street, 151",,fsq_48,Schenley House,40.44911838,-79.95040111,151 N Craig St,15213,1
osm_356,JR's Bar,40.4540025,-79.9999785,,,fsq_2687,Jr's Bar,40.45370196,-79.9998223,700 Cedar Ave,15212,1
osm_297,DoubleTree by Hilton Hotel Pittsburgh-Green Tree,40.41869647,-80.05909919,"Mansfield Avenue, 500",15205,fsq_1708,DoubleTree by Hilton Hotel Pittsburgh - Green Tree,40.41849924,-80.05954564,500 Mansfield Ave,15205,1
osm_2198,Green Tree Park,40.42195612,-80.04192423,,,fsq_1554,Green Tree Fire Company,40.41928746,-80.04996411,825 Poplar St,15220,0
osm_2087,Islamic Center of Pittsburgh,40.44880393,-79.95603577,"Bigelow Boulevard, 4100",15213,fsq_2002,Islamic Center Of Pittsburgh (ICP),40.44886075,-79.95573386,"4100 Bigelow Blvd, Pittsburgh, PA 15213",15213,1
osm_2093,Reconciliation Church,40.4460107,-79.8847129,,,fsq_2152,Covenant Church,40.44135617,-79.88257937,,,0
osm_1568,Christian Tabernacle Church,40.4470893,-79.9679646,,,fsq_2026,Christian Tabernacle,40.44671631,-79.96858215,,,1
osm_571,East Carnegie Park,40.41505184,-80.07507057,,,fsq_402,Carnegie Park And Ride,40.40605278,-80.09041669,,15106,0
osm_111,University School,40.4509127,-79.93029,,,fsq_255,University Center Pool,40.44331687,-79.94173278,"Jared L Cohon University Center, Carnegie Mellon University",15313,0
osm_1008,Carnegie Mellon University Bookstore,40.4440584,-79.9423308,"Forbes Avenue, 5032",15213,fsq_1339,Carnegie Mellon Credit Union,40.44443572,-79.94267398,"University Center, Carnegie Mellon University",15213,0
osm_696,McGill House,40.44172266,-79.93890734,,,fsq_2423,Family House,40.44994026,-79.94901229,514 N Neville St,15213,0
osm_2223,Woolslair Elementary School Library,40.4640028,-79.956992,,,fsq_1737,McCleary Elementary School,40.48006509,-79.95093554,"Holmes St, 52nd St",15201,0
osm_1004,UPMC Saint Margaret,40.49034563,-79.89609547,"Freeport Road, 815",15215,fsq_1391,UPMC St. Margaret,40.48977369,-79.89576995,"815 Freeport Rd, at Delafield Rd",15215,1
osm_1758,Welch House,40.44094953,-79.93896848,,,fsq_787,Donner House,40.44202751,-79.94012737,"Margaret Morrison St, at Carnegie Mellon University",15213,0
osm_1391,Starbucks,40.4370434,-79.9863114,,,fsq_2724,Starbucks,40.42865193,-79.98404,"1400 East Carson Street, at S 14th St",15203,0
osm_2147,Wean Hall,40.4430759,-79.94579423,"Hamerschlag Drive, 311",,fsq_1346,Webster Hall,40.44725489,-79.95125264,101 N Dithridge St,15213,0
osm_1672,Yen's Gourmet,40.46093444,-79.92269306,"Penn Avenue, 6123",15206,fsq_2373,Yen's Gourmet,40.46086276,-79.92246483,6123 Penn Ave,15206,1
osm_1264,Shadyside Place,40.45341375,-79.93808054,"South Aiken Avenue, 580",15232,fsq_343,Shadyside Hospital Cafeteria,40.45424715,-79.94134696,"Center Ave, Aiken St",,0
osm_1779,Foster Plaza 5,40.42215126,-80.06107902,"Holiday Drive, 651",15220,fsq_2642,Foster Plaza Building 6,40.42144343,-80.06262182,600 Andersen Drive,15220,0
osm_1112,Diocese of Pittsburgh,40.43962477,-80.0039052,"Boulevard of the Allies, 111",15222,fsq_1926,McFadden's of Pittsburgh,40.44584866,-80.01776968,211 N Shore Dr,15212,0
osm_1637,Brackenridge Hall,40.44308292,-79.95493161,,,fsq_2151,Nordenberg Hall,40.44413079,-79.95618507,"111 University Pl, at Fifth Ave",15213,0
osm_1645,Prince of Peace,40.42894531,-79.98491551,"South 13th Street, 81",15203,fsq_1750,The Princess Palace,40.42863287,-79.98393028,", East Carson",15203,0
osm_263,Allegheny Refrigeration,40.45549799,-80.01480605,,,fsq_897,Allegheny Neurological,40.4563,-80.002516,420 E North Ave #206,15212,0
osm_2430,Little Ceasars,40.4560276,-79.9369017,"Centre Avenue, 5430",15232,fsq_981,Little Caesars Pizza,40.45599215,-79.9371783,5430 Centre Ave,15232,1
osm_286,North Side Beer,40.4570681,-80.0068866,"Federal Street, 1304",,fsq_918,Northside Yoga,40.451946,-80.015347,,,0
osm_317,Spencer United Methodist Church,40.38606123,-79.97698693,,,fsq_931,Spencer United Methodist Church,40.38593976,-79.97753443,"117 Spencer Ave, Churchview",15227,1
osm_1890,Best Auto Mart,40.40028903,-80.00073831,,,fsq_2195,Best Auto Mart,40.400747,-80.000687,,15210,1
osm_132,Life Pittsburgh,40.4483952,-80.0189005,,,fsq_1513,Pittsburgh United,40.45903406,-80.0180645,,,0
osm_289,Southside Works Cinema,40.42806545,-79.96501825,"Cinema Drive, 425",15203,fsq_798,Southside Steaks,40.42853783,-79.97758624,"2000 E Carson St, 20th St",15203,0
osm_1439,Apteka,40.46603292,-79.94891088,,,fsq_1502,Apteka,40.46579,-79.949195,"4606 Penn Ave, Cullen St",15224,1
osm_785,Paul's Motor Car Service,40.3810272,-80.0000958,,,fsq_561,Paul's Motor Car Service,40.38063825,-80.00017178,2600 Library Rd,15234,1
osm_1173,Supercuts,40.4529128,-79.9469458,,,fsq_60,Supercuts,40.45840603,-79.92506517,219 S Highland Ave,15206,0
osm_1194,Zeke's Coffee,40.4609753,-79.9240134,"Penn Ave, 6015",,fsq_1233,Zeke's Coffee,40.46124424,-79.9243287,"6015 Penn Ave, Sheridan",15206,1
osm_2393,Dinan Park,40.48295096,-79.93277236,,,fsq_2064,Etna Dog Park,40.4964596,-79.93966859,1098 Hafner,,0
osm_940,Wyndham Pittsburgh University Center,40.44615774,-79.95506413,,,fsq_2153,Residence Inn Pittsburgh University/Medical Center,40.45391937,-79.95501727,3896 Bigelow Boulevard,15213,0
osm_1928,Hillman Cancer Center,40.45491101,-79.94244315,"Centre Ave, 5115",15232,fsq_1681,UMPC Herberman Conference Center,40.45483421,-79.9414396,Center Ave,15232,0
osm_408,Mount Washington Baptist Church,40.43121953,-80.00768136,,,fsq_316,40 Mount Washington,40.43088202,-80.00641854,,15219,0
osm_184,Mt. Lebanon,40.38196119,-80.04299144,,,fsq_2529,Mt. Lebanon Municipal Building,40.37979956,-80.04488468,710 Washington Rd,15228,0
osm_137,Presston Park,40.48293055,-80.0620798,,,fsq_1164,Presston Park,40.48237484,-80.06434894,Ohio St,15136,1
osm_2011,Farmers Daughter,40.4529877,-80.0005867,,,fsq_2434,Farmer's Daughter Flowers,40.453678,-79.99967,,,1
osm_2220,Mt. Lebanon Public Library,40.3770122,-80.045321,"Castle Shannon Boulevard, 16",15228,fsq_1925,Mt. Lebanon Public Library,40.37726868,-80.04539651,"16 Castle Shannon Blvd, at Washington Rd.",15228,1
osm_1001,420 Boulevard of the Allies,40.43690922,-79.9996874,"Boulevard of the Allies, 420",15222,fsq_205,Boulevard Deli,40.4384788,-79.99967232,309 Smithfield St,15222,0
osm_2244,Mercy Behavioral Health Center Reedsdale Street,40.44796812,-80.01987455,"Reedsdale Street, 1200",15233,fsq_1068,Mercy Behavioral Health,40.45104431,-80.00240692,412 E Commons,15212,0
osm_86,Warner Hall,40.444177,-79.94339075,"Forbes Avenue, 5000",,fsq_2411,Holland Hall,40.44296071,-79.95637163,3990 5th Ave,15213,0
osm_1249,Brookline Boulevard United Presbyterian Church,40.3920445,-80.015907,"Brookline Boulevard, 1036",15226,fsq_1167,Providence Reformed Presbyterian Church,40.40228,-80.015925,2001 Pioneer Ave,15226,0
osm_276,PNC,40.427106,-80.0564715,,,fsq_2145,PNC Bank,40.421417,-80.0497,920 Poplar St,15220,0
osm_2168,Squirrel Hill Cafe,40.437927,-79.9227168,,,fsq_788,Squirrel Hill Cafe,40.43797781,-79.92287952,"5802 Forbes Ave, at Murray Ave",15217,1
osm_1248,Atria's Restaurant & Tavern,40.4470834,-80.0039377,,,fsq_1902,Culture Restaurant & Lounge,40.4436301,-80.0007491,"7th St., Penn Avenue",15222,0
osm_1643,Carson City Saloon,40.42895932,-79.98409515,"East Carson Street, 1401",15203,fsq_1004,Carson City Saloon,40.42891417,-79.98397485,"1401 E Carson St, at S 14th St",15203,1
osm_1707,Pittsburgh Union Station,40.44593354,-79.99010489,,,fsq_395,Pittsburgh Water Limo,40.45426435,-79.98531208,"Lockwall One Marina, at 23rd St",15222,0
osm_830,1311 Carson,40.42905754,-79.98502715,"East Carson Street, 1311",15203,fsq_2160,1311,40.42884065,-79.98488836,"1311 E Carson St, S 13th St",15203,0
osm_2240,Pittsburgh Technology Center,40.4319705,-79.9632776,,,fsq_2327,Pittsburgh Jean Company,40.42518613,-79.96424966,,15203,0
osm_1177,Duquesne University,40.43875293,-79.99434589,,,fsq_1620,Duquesne University Press,40.437729,-79.993689,600 Forbes Ave,15219,0
osm_31,Crazy Mocha,40.4381763,-79.9986315,,,fsq_2702,Crazy Mocha,40.44224791,-80.00521705,"1 Gateway Center, Penn Avenue",15222,0
osm_298,Potak House,40.4640809,-80.0229193,,,fsq_427,Rasta House,40.455988,-80.006676,,,0
osm_748,Marybelle Apartments,40.44792795,-79.9459372,,,fsq_2120,Royal York Apartments,40.45289831,-79.95412018,"3955 Bigelow Blvd, Dithridge",15213,0
osm_1320,Warner Centre,40.44003744,-79.99965758,"Fifth Avenue, 332",15222,fsq_2249,Warner Center Breakroom,40.4397878,-79.99986727,Fifth Avenue,15222,0
osm_289,Southside Works Cinema,40.42806545,-79.96501825,"Cinema Drive, 425",15203,fsq_874,South Side Works,40.42783899,-79.96546788,445 S 27th St,15203,0
osm_50,Rea House,40.4479254,-79.92298157,,,fsq_1892,SAE House,40.444962,-79.942773,1085 Morewood Ave,15213,0
osm_894,Carnegie Mellon University,40.44506603,-79.94465256,,,fsq_1542,Carlow University,40.43879,-79.96283,3333 5th Ave,15213,0
osm_696,McGill House,40.44172266,-79.93890734,,,fsq_1887,AEPi House,40.45010968,-79.95166222,4506 Centre Ave,15606,0
osm_647,Glenwood Yard,40.40047011,-79.94204494,,,fsq_736,Glenwood Bridge,40.39462049,-79.93485428,"Glenwood Bridge, betw 2nd Ave and Streets Run Rd",,0
osm_86,Warner Hall,40.444177,-79.94339075,"Forbes Avenue, 5000",,fsq_2600,Carnegie Lecture Hall,40.44232328,-79.94975643,,,0
osm_1256,E Carson St at Station Square,40.4319166,-80.002985,,,fsq_1544,Sheraton Pittsburgh Hotel at Station Square,40.434657,-80.0063705,"300 W Station Square Dr, at W Carson St",15219,0
osm_951,Holland Hall,40.44296104,-79.95608682,,,fsq_932,Holland 4th Floor,40.44324322,-79.95657394,,,0
osm_1467,Banksville Plaza,40.39963193,-80.0440807,,,fsq_602,"Banksville, PA",40.4083822,-80.03374815,,15216,0
osm_311,Woodlawn Apartments,40.44194043,-79.9380938,,,fsq_720,Wendover St Apartments,40.43201867,-79.92776668,2015 Wendover St,15217,0
osm_537,Hi-Tech Auto Care,40.49149547,-79.86499428,,,fsq_2237,Tower Auto Sales,40.49230247,-79.86477733,"200 Freeport Rd, Center Ave",15238,0
osm_1289,Food Services,40.43039153,-79.9850392,"South 13th Street, 8",15203,fsq_2358,Food,40.446528,-79.992757,1212 Smallman St,15222,0
osm_454,Eddy Theatre,40.44796335,-79.92593024,,,fsq_1400,The Eddy Theater,40.44987412,-79.9273682,,,1
osm_361,Pittsburgh Popcorn,40.442054,-79.957961,,,fsq_1590,Ima Pittsburgh,40.43629606,-79.96407485,3109 Forbes Ave Ste 201,15213,0
osm_1842,Quantum Theatre,40.4290896,-79.9909731,,,fsq_458,"The Carlyle, Quantum Theatre",40.4394268,-80.0013895,,,0
osm_159,Benedum Hall,40.44401993,-79.95903174,,,fsq_1125,Bruce Hall,40.44281899,-79.95513888,3990 5th Ave,15213,0
osm_2086,The Cut,40.44294166,-79.94295041,,,fsq_2737,The Bus,40.44567823,-79.95302813,,,0
osm_786,Castle Shannon Police Department,40.367503,-80.009148,,,fsq_846,Castle Shannon Bingo,40.36597719,-80.01639933,,15234,0
osm_400,O'Reilly Theater,40.44290227,-80.00098055,"Penn Avenue, 621",15222,fsq_2301,Byham Theater,40.44413461,-80.00208287,"101 6th St, at Fort Duquesne Blvd",15222,0
osm_661,The Corner,40.44048596,-79.96532772,"Robinson Street, 200",,fsq_520,The Refinery,40.454789,-79.978711,,15222,0
osm_887,Carnegie Library of Hill District,40.4433,-79.981,,,fsq_2112,Carnegie Library of Pittsburgh - Hill District,40.45118837,-79.97251464,"2177 Centre Ave, Kirkpatrick St",15219,0
osm_731,Foster Plaza 6,40.42091802,-80.06306808,"Andersen Drive, 681",15220,fsq_2515,Foster Plaza Building 10,40.42080939,-80.06029593,680 Andersen Dr,15220,0
osm_2183,Elroy Elementary School,40.37894672,-79.97296627,"Elroy Avenue, 3129",15227,fsq_2207,Paynter Elementary School,40.3808543,-79.95090276,"3454 Pleasantvue Dr, btw Eileen Dr & Norine Dr",15227,0
osm_1264,Shadyside Place,40.45341375,-79.93808054,"South Aiken Avenue, 580",15232,fsq_2134,Shadyside Cafe,40.45399686,-79.94120955,"Centre Ave, Pittsburgh, PA",15219,0
osm_2069,Cargill Salt,40.47906348,-80.06197829,"Nichol Avenue, 180",15136,fsq_499,Cargill,40.48208027,-80.06176792,180 Nichol Ave,15136,0
osm_2297,Lubavitch Center,40.431928,-79.9277446,"Wightman Street, 2100",15217,fsq_1911,Lubavitch Yeshiva,40.43250714,-79.92774436,,15217,0
osm_683,Loafers Bread Company,40.4879546,-79.8806184,"Freeport Road, 1153",15238,fsq_2601,Loafers Bread Co.,40.48811956,-79.88045776,1153 Freeport Rd,15238,1
osm_204,WYEP-FM,40.42986491,-79.98704081,"Bedford Square, 67",,fsq_2201,WYEP,40.4300296,-79.98667312,67 Bedford Sq,15203,1
osm_1714,South Hills Optical,40.3797745,-80.0447417,"Washington Road, 713",15228,fsq_808,South Hills Pub Quiz,40.38849494,-80.04979849,"Beverly Rd, Overlook",15216,0
osm_232,Rainbow,40.4309712,-79.9774774,2007,,fsq_1978,Rainbow Apparel,40.43085358,-79.97752897,2007 Wharton Sq,15203,1
osm_1441,Dave and Andy's,40.440917,-79.956996,"Atwood St., 207",15213,fsq_2684,Dave and Andy's Ice Cream,40.44095874,-79.9573615,207 Atwood St,15213,1
osm_1775,Castle Shannon,40.36823921,-80.03026464,,,fsq_846,Castle Shannon Bingo,40.36597719,-80.01639933,,15234,0
osm_431,Shadyside Market and Deli,40.4506774,-79.9349721,,,fsq_2721,Shadyside Market,40.45088248,-79.93489722,5414 Walnut St,15232,1
osm_869,AMC Loews Waterfront 22,40.40709342,-79.9179279,,,fsq_2495,The Waterfront,40.40297451,-79.92127881,,,0
osm_985,PNC Bank,40.45202277,-79.9319324,,,fsq_2609,PNC Bank,40.4590148,-79.9275625,"5932 Centre Ave, btw Highland Ave and Center Ave",15206,0
osm_915,August Wilson Park,40.44596837,-79.98608287,,,fsq_883,August Wilson Park,40.446606,-79.985869,"Cassatt Street, Cliff Street",15219,1
osm_286,North Side Beer,40.4570681,-80.0068866,"Federal Street, 1304",,fsq_179,North Side Overlook,40.46283031,-80.0056623,Catoma,15214,0
osm_2299,Henderson House,40.44092417,-79.93923591,,,fsq_2478,Petersons House,40.456691,-79.950203,,,0
osm_714,Fu Lai Chinese Restaurant,40.4419943,-80.0031128,,,fsq_852,Siam Thai Restaurant,40.43720039,-80.00037168,"410, First Avenue",,0
osm_209,Paisano's Restaurant,40.4220181,-79.9928981,"East Warrington Avenue, 812",15210,fsq_1675,Paisano's,40.42184518,-79.99288697,821 E Warrington Ave,15210,1
osm_939,South Bank,40.3929485,-79.9979155,,,fsq_543,Community Bank,40.3943753,-80.02094162,714 Brookline Blvd,15226,0
osm_2454,Schenley Gardens,40.45392446,-79.95497726,,,fsq_1104,schenley heights,40.45687824,-79.95676182,900 Bryn Mawr Rd,15219,0
osm_549,Starbucks,40.4290549,-79.98401866,"East Carson Street, 1400",15203,fsq_2724,Starbucks,40.42865193,-79.98404,"1400 East Carson Street, at S 14th St",15203,1
osm_2376,A-1 Auto Mart,40.3990779,-79.9998031,,,fsq_2195,Best Auto Mart,40.400747,-80.000687,,15210,0
osm_1510,Evaline Lutheran Church,40.46246993,-79.94120827,,,fsq_482,East Liberty Lutheran Church,40.46292,-79.928,,15206,0
osm_542,Marathon,40.36494131,-80.01890899,,,fsq_1677,Marathon,40.36505635,-80.01940207,Rt. 88,15234,1
osm_1502,Mt. Lebanon Fire Department,40.3829488,-80.0429799,"Washington Road, 555",15228,fsq_1465,Mt. Lebanon Floral,40.38096341,-80.04304829,300 Washington Rd,,0
osm_188,Oak Hill Apartments,40.44085607,-79.96890233,,,fsq_1414,Oak Hill Apartments,40.44138342,-79.97026444,3078 Terrace St,15213,1
osm_618,Scobell House,40.44132985,-79.939619,,,fsq_2179,Scobell House,40.44137323,-79.939551,"Margaret Morrison St, Carnegie Mellon University",15213,1
osm_1925,Mount Lebanon United Lutheran Church,40.37378144,-80.04809657,"Washington Road, 975",15228,fsq_2106,Mt Lebanon United Lutheran Church,40.37344116,-80.04844691,975 Washington Rd,15228,1
osm_537,Hi-Tech Auto Care,40.49149547,-79.86499428,,,fsq_2512,Hi-Tech Auto Care,40.49166,-79.86553,"170 Freeport Rd, RIDC Park",15238,1
osm_1921,Duquesne University,40.43790543,-79.99197885,,,fsq_1317,Brottier Hall - Duquesne University,40.43738735,-79.9930781,"700 Forbes Ave, Duquesne University",15219,0
osm_1635,Pittsburgh Steak Company,40.42833948,-79.97790146,"East Carson Street, 1924",15203,fsq_2085,Pittsburgh Guitars,40.42881706,-79.98495707,1305 E Carson St,15203,0
osm_791,Allegheny Sandwich Shop,40.4523487,-80.0149693,"Western Avenue, 822",,fsq_902,Allegheny Station,40.4479289,-80.01810272,,,0
osm_852,Schiller's Pharmacy,40.45059752,-79.93525644,"S. Aiken Ave, 811",15232,fsq_2361,Hillman Pharmacy,40.45525823,-79.94237065,5115 Centre Ave Ste AG-30.1,15232,0
osm_2171,Mt. Lebanon,40.3819611,-80.0432916,,,fsq_2189,Mt. Lebanon Parking Garage,40.38232485,-80.04835481,,,0
osm_75,Station Square,40.43503474,-80.00696028,,,fsq_2016,Theater Square,40.4431305,-80.0006259,655 Penn Avenue,15222,0
osm_2136,Salon Vivace,40.3820889,-80.0444419,"Washington Road, 642",15228,fsq_2648,Salon Vivace & Day Spa,40.38154503,-80.04438985,642 Washington Rd,15228,1
osm_2368,Le Mardis Gras,40.4509311,-79.9350471,,,fsq_462,Marino's Garage,40.45809862,-79.95134532,,15224,0
osm_2283,Brookline Elementary School Library,40.394807,-80.0249428,,,fsq_1802,Brookline Elementary School,40.39425329,-80.02188609,,15226,0
osm_1230,Thai Cuisine,40.4619327,-79.9499363,,,fsq_1245,Tana Ethiopian Cuisine,40.46050142,-79.92685142,5929 Baum Blvd,15206,0
osm_2071,PNC Park,40.44704443,-80.00589649,,,fsq_2372,"Club 3000, PNC Park",40.44659539,-80.00641308,,,0
osm_1887,Citizens Bank.,40.4403352,-79.9980914,,,fsq_1655,Citizens Bank,40.43871945,-79.98536915,1425 5th Ave,15219,0
osm_435,McKees Rocks Mound,40.4729142,-80.0509871,,,fsq_1113,McKees Rocks VFD 189,40.47473221,-80.06421798,340 Bell Ave,15136,0
osm_1349,Citizens Bank,40.46058245,-79.92345705,"Penn Avenue, 6112",15206,fsq_515,Citizens Bank,40.46065251,-79.9233854,6112 Penn Ave,15206,1
osm_491,University Pittsburgh Childhood Development Center,40.44793227,-79.94493191,,,fsq_378,University of Pittsburgh Department of Psychology,40.44163978,-79.95639324,"210 South Bouquet Street  Sennott Square, 3rd Floor",15260,0
osm_1202,X Shadyside,40.45159886,-79.93175534,,,fsq_1468,Urban Tap Shadyside,40.45841372,-79.92521283,216 South Highland Avenue,15206,0
osm_1665,The Big Dipper,40.38804527,-79.86501228,,,fsq_1543,The Big Dipper,40.38813605,-79.86527145,,,1
osm_2453,Scherer Lock & Supply,40.45600569,-80.01495185,,,fsq_1356,Scherer Lock & Supply,40.45538,-80.015059,1242 Brighton Rd,15233,1
osm_269,South Side Tattoo,40.42796325,-79.97414951,"East Carson Street, 2208",15203,fsq_1738,South Side Comics,40.42875971,-79.97971901,11 Dewalt Ave,15203,0
osm_165,Shadyside Plaza,40.45838615,-79.92469349,,,fsq_461,UPMC Shadyside,40.45491534,-79.93942269,5230 Centre Ave,15232,0
osm_755,Lawyers Building,40.43909782,-79.99797846,"Forbes Avenue, 428",15222,fsq_189,Arrott Building,40.43955012,-80.00132943,"401 Wood St, Fourth Ave",15222,0
osm_2049,Bobby's,40.3751746,-79.984011,,,fsq_2314,Bobby's Lounge,40.375194,-79.983548,,,1
osm_556,Sprit House,40.44190911,-79.9379177,,,fsq_233,Bramer House,40.44568769,-79.94112212,,15232,0
osm_76,Arby's,40.36509476,-80.02031339,,,fsq_187,Arby's,40.36493,-80.020293,3700 Library Rd,15234,1
osm_679,Duquesne University Student Union,40.4359944,-79.9908407,,,fsq_2474,Duquesne University- Mellon 4 Computer Lab,40.43565962,-79.99201318,,,0
osm_737,Zorbas,40.4387904,-79.9989645,"Smithfield Street, 400",15222,fsq_1949,Zorba's,40.43877179,-79.99942929,"400 Smithfield St, at 4th Ave.",15222,1
osm_936,Saint Regis School,40.4310247,-79.9525517,,,fsq_268,Late For School,40.443949,-79.955535,,15213,0
osm_1601,Library Building,40.44978056,-80.01290095,,,fsq_1594,CCAC Library Building,40.44951055,-80.01080319,808 Ridge Ave,15212,1
osm_52,DiSilvas Pizzeria,40.37402,-79.9760169,,,fsq_2645,Venice Pizzeria,40.36618362,-79.9845256,4144 Saw Mill Run Blvd,15227,0
osm_1685,Subway,40.4395339,-80.0013783,,,fsq_2047,Subway,40.4533844,-80.0014267,400 E Ohio St,15212,0
osm_2361,Saint Georges Cemetery,40.4047916,-79.9940416,,,fsq_1385,St. George Lyceum,40.42110367,-79.99193127,1226 Arlington Ave,15210,0
osm_367,Las Palmas,40.4389517,-79.954966,"Atwood Street, 326",,fsq_325,Las Palmas 2,40.43906305,-79.95513986,326 Atwood St,15213,1
osm_801,Elephant House,40.48502583,-79.9195605,,,fsq_1997,PULSE Stanton House,40.47145308,-79.92545128,5615 Stanton Ave,15206,0
osm_907,PNC Bank,40.4529921,-80.0550305,"Chartiers Ave., 2827",15204,fsq_2521,PNC Bank,40.464527,-80.058767,421 Chartiers Ave,15136,0
osm_2154,Pittsburgh Jeans Company,40.42813812,-79.97403167,"East Carson Street, 2222",15203,fsq_2453,Pittsburgh Fashion Story,40.42271,-79.964222,3030 Jane St,15203,0
osm_786,Castle Shannon Police Department,40.367503,-80.009148,,,fsq_138,Castle Shannon T Station,40.36835998,-80.03024385,"750 Castle Shannon Blvd, Mt Leanon Blcd",15228,0
osm_455,Light of Life Rescue Mission,40.4520793,-80.017078,,,fsq_2736,Light Of Life Rescue Mission,40.45570952,-80.00594896,"10 E North Ave, Federal St.",15212,0
osm_2118,Cyert Hall,40.44397507,-79.94405577,"Forbes Avenue, 4910",,fsq_1346,Webster Hall,40.44725489,-79.95125264,101 N Dithridge St,15213,0
osm_1034,7-Eleven,40.44026,-80.0010691,"Wood Street, 429",15222,fsq_979,Eleven,40.44604293,-79.99301,1150 Smallman St,15222,0
osm_419,Grant Building,40.4380491,-79.9969425,"Grant Street, 310-330",15219,fsq_1594,CCAC Library Building,40.44951055,-80.01080319,808 Ridge Ave,15212,0
osm_247,Children's Museum of Pittsburgh,40.45265796,-80.00666518,,,fsq_1926,McFadden's of Pittsburgh,40.44584866,-80.01776968,211 N Shore Dr,15212,0
osm_1453,National City Bank,40.439997,-79.9990299,"Smithfield Street, 420",,fsq_2279,First National Bank,40.442624,-80.000128,"210 Sixth Avenue, at Wood St",15222,0
osm_2424,North Side,40.4479442,-80.0095935,,,fsq_1973,Elks Club North Side,40.451717,-80.00089,"Cedar, Lockhart",,0
osm_2034,Eyetique,40.4309711,-79.9233873,,,fsq_1488,Eyetique,40.43164387,-79.92324731,"2242 Murray Ave, at Nicholson St",15217,1
osm_1911,Mudge House,40.4469091,-79.94267101,,,fsq_2110,Magic House,40.45437828,-79.92657375,", Elwood St and Lehigh Avene",15232,0
osm_618,Scobell House,40.44132985,-79.939619,,,fsq_48,Schenley House,40.44911838,-79.95040111,151 N Craig St,15213,0
osm_470,Hyatt Place Pittsburgh North Shore,40.44668996,-80.00908961,"North Shore Drive, 260",15212,fsq_503,Mr. Rogers Memorial - Pittsburgh North Shore,40.44484147,-80.01382152,,,0
osm_567,Crafton United Presbyterian Church,40.4329686,-80.0650712,,,fsq_2560,Mt Pisgah Presbyterian church,40.425696,-80.046077,,15205,0
osm_1243,Pittsburgh Playhouse,40.4370358,-79.9629076,,,fsq_1053,Pittsburgh business Times,40.42829244,-79.96972332,424 S 27th St,15203,0
osm_2057,Mount Lebanon High School,40.37400837,-80.05096324,,,fsq_2588,Mt Lebanon High School Fine Arts Theatre,40.37489163,-80.05019333,,15228,0
osm_411,Mount Washington Park,40.42395581,-80.01608687,,,fsq_938,Mount Washington Senior Center,40.429897,-80.00777,,15211,0
osm_2286,Mt. Lebanon Shoe Repair,40.3804717,-80.0443393,"Washington Road, 701",15228,fsq_1925,Mt. Lebanon Public Library,40.37726868,-80.04539651,"16 Castle Shannon Blvd, at Washington Rd.",15228,0
osm_1401,Fort Pitt Museum,40.44100906,-80.00967748,,,fsq_238,Fort Pitt Tunnel,40.43457025,-80.01937151,I-376,15211,0
osm_1920,Rite Aid,40.4380143,-79.9229492,,,fsq_530,Rite Aid,40.43795,-79.9231422,"1700 Murray Ave, Forbes Ave.",15217,1
osm_1470,Bouquet Gardens Building C,40.44033348,-79.95509664,,,fsq_1340,Bouquet Gardens Building G,40.44070988,-79.95575989,,15213,0
osm_679,Duquesne University Student Union,40.4359944,-79.9908407,,,fsq_1061,Duquesne University - Administration and Chapel,40.43583722,-79.99282406,"801 Bluff St, McAnulty Dr.",15219,0
