index,name,latitude,longitude,address,postalcode
fsq_612,First Commonwealth Bank,40.36991479,-80.0337088,301 Mount Lebanon Blvd,15234
fsq_613,Max's Allegheny Tavern,40.45532163161323,-79.99991917343672,537 Suismon St,15212
fsq_614,Subba Asian Restaurant,40.453313659182406,-80.00159485571558,700 Cedar Ave,15212
fsq_615,Anita Stitch,40.36507,-79.984549,,
fsq_616,Carnegie Station,40.40590052921221,-80.09089672728946,,15106
fsq_617,BP,40.47365866228465,-80.06331266163694,801 Island Ave,15136
fsq_618,South Side Laserwash,40.42875828537441,-79.9925355797564,"629 E Carson St, 7th Street",15203
fsq_619,PNC Park Suite 24,40.44686541235802,-80.00569224357605,,
fsq_620,Carnegie Library,40.39451753638483,-80.02133218709764,"708 Brookline Blvd, Castlegate Avenue",15226
fsq_621,Gallery in the Square,40.44850048552099,-79.9251975500869,5850 Ellsworth Ave,15232
fsq_622,South Hills Printing,40.394498,-80.021556,704 Brookline Blvd,15226
fsq_623,Childrens's Muesum Cloud Arbor,40.45217838465177,-80.00648406778086,,15212
fsq_624,Allegheny Center Parking Garage,40.448182387934665,-80.00283107951005,,
fsq_625,McGill House,40.44170918809502,-79.93906080722809,"Margaret Morrison St, at Carnegie Mellon University",15213
fsq_626,The Cheesecake Factory,40.42814924789094,-79.96540546417236,"415 S 27th St, at SouthSide Works Town Sq",15203
fsq_627,McDonald's,40.4411573,-79.9571712,"3708 Forbes Ave, btwn Atwood St. & Oakland Ave.",15213
fsq_629,Starbucks,40.43059196,-79.92325437,"2345 Murray Ave, btwn Forward Ave & Nicholson St",15217
fsq_630,Rankin police station,40.41305509550829,-79.88058352389295,,
fsq_631,US Post Office,40.46558452885255,-80.06460964679718,"807 Chartiers Ave, May",15136
fsq_632,Paul's automotive,40.4566,-79.99881,,15212
fsq_633,Rand Building,40.44648510385349,-79.9493473627787,4570 5th Ave,15213
fsq_634,Three Rivers Restaurants,40.44176912816264,-80.00653850965925,600 Commonwealth Pl,15222
fsq_635,UPMC medical arts building 200,40.49023989705682,-79.89607335311128,200 Delafield Rd,15215
fsq_636,Second Avenue Parking,40.43437,-79.986703,,15219
fsq_637,Jr's restaurant,40.45739781199193,-80.00684990418672,"Next To Steve's, Federal St",15212
fsq_638,Claybourne Apartments,40.455369,-79.936607,5435 Claybourne St,15232
fsq_639,Mekong Resturant,40.39572675905582,-80.03489653049195,"1429 Potomac Ave, Glenmore Ave",15216
fsq_640,Subway,40.47350879893282,-80.07570885671734,,15233
fsq_641,Zerrer's Antiques,40.45021770793827,-79.98589100294538,2703 Penn Ave,15222
fsq_642,Thai Cuisine,40.46220890546721,-79.94996211643934,4625 Liberty Ave,15224
fsq_643,Giant Eagle Pharmacy,40.41159,-79.906876,waterfront,15120
fsq_644,Pendale Salon,40.38490709210641,-80.04387876702717,460 Washington Rd,15228
fsq_645,Kennywood Parking Lot,40.38753166773877,-79.86846532868294,Kennywood Park,15122
fsq_646,Blue Eagle Market,40.47291,-80.07472,Broadway ave,15136
fsq_647,CMOA Store,40.443782,-79.949451,,15213
fsq_648,Holy Trinity Church,40.37044607347502,-79.86577460066651,Grant Ave Ext,15122
fsq_649,Waldorf School of Pittsburgh,40.463943782943545,-79.94220405381384,"Winebiddle St, Coral St",
fsq_650,Bellefield Hall,40.44534665121503,-79.95134360558791,"315 S Bellefield Ave, Filmore Street",15213
fsq_651,Doughboy's Pizza,40.47179645122354,-80.05646880848433,508 Island Ave,15136
fsq_652,Mount Washington CDC,40.42929380907812,-80.00721573905244,301 Shiloh St,15211
fsq_653,Wine And Spirits,40.446895577659454,-79.98442183384356,1601 Liberty Ave,15222
fsq_654,Coyle Auto Body,40.383313805270646,-80.01783192157745,540 McNeilly Rd,15226
fsq_656,Trees Hall,40.44366972419887,-79.96517288443998,"Allequippa St, at Darragh St",15213
fsq_657,First Niagra Bank,40.43078053333334,-80.00737130641937,,15211
fsq_658,Pitaland,40.395010728018846,-80.02185644912154,620 Brookline Blvd,15226
fsq_659,Park House,40.45328409475609,-80.00150368250517,403 E Ohio St,15212
fsq_660,Hazelwood Senior Center,40.40364294244282,-79.94240407696057,5344 2nd Ave,15207
fsq_661,Razzy Fresh,40.43750813709234,-79.92298359835958,1717 Murray Ave,15217
fsq_662,Coffee Tree Roasters,40.43789,-79.92144,"5840 Forbes Ave, btwn Murray & Shady Ave",15217
fsq_663,Redfin Blues,40.463173968528224,-79.9771928121321,1000 Waterfront Dr.,15222
fsq_664,Three PNC Plaza,40.44137779989184,-80.00176189189004,"225 5th Ave, Market St",15222
fsq_665,Bellevue Christian Church,40.49823838073261,-80.06029466436817,"680 Lincoln Ave, at N. Starr Ave.",15202
fsq_666,Brentwood Stadium,40.374764,-79.972848,,
fsq_667,Salad Cafe,40.43894630413758,-79.99148942275083,902 5th Ave,15219
fsq_668,Hogwarts Express,40.451846,-80.045384,,15204
fsq_669,REI,40.4286002,-79.9658918,"412 S 27th St, at Tunnel Blvd.",15203
fsq_670,Kelly Cars,40.3755746,-80.0287831,University Bvd,
fsq_671,Northside Catholic School,40.486026763916016,-80.0359878540039,,15212
fsq_672,Riverview Presbyterian Church,40.48412352894661,-80.01435194091786,"3505, Perrysville Avenue",
fsq_673,Bentley of Pittsburgh,40.40884359134196,-80.01734747852466,"West Liberty, Pioneer Ave",15226
fsq_674,Carnegie Mellon Police Department,40.445257026928594,-79.9493119238264,300 S Craig St,15213
fsq_675,Jitney Eagle,40.43569090205908,-79.97971377185974,,
fsq_676,Mellon Garage,40.43929889598945,-79.99369851216518,410 Sixth Ave,
fsq_677,Crazy Mocha,40.45794556792101,-79.93539154547729,"5607 Baum Blvd, at South Fairmount St",15206
fsq_678,Allegheny County Health Department- Training Building,40.46534659480971,-79.95745900313413,3917-3999 Penn Ave,15201
fsq_679,Amberson Apartments and Towers: Building 2,40.45335465457257,-79.94248266264819,2 Bayard Rd,15213
fsq_680,Remote Office,40.41760328411103,-79.98406682643926,Arlington Ave.,
fsq_682,Cabaret Backstage Bar,40.44337036810907,-80.00046119635255,655 Penn Ave,15222
fsq_683,Tribute To Children Statue,40.44486967046113,-80.01382258830209,North Shore,
fsq_685,Carnegie Beer Outlet,40.40326914648352,-80.09292497576931,429 W Main St,15106
fsq_686,IBM Pittsburgh,40.43956266675468,-80.0070792335701,11 Stanwix St,15222
fsq_687,Breakfast At Shelly's,40.421654,-79.99421,740 E Warrington Ave,15210
fsq_688,Homewood Cemetery,40.44124425837677,-79.91128714182503,"1599 S Dallas Ave, at Wilkins Ave",15217
fsq_689,Homestead Fire Company,40.40663856221517,-79.9096453071936,"212 E 9th Ave, Amity street",15120
fsq_690,Olde Towne Laundry,40.454993447418246,-80.00111423610787,824 James St,15212
fsq_691,South Side Dog Park,40.43211274296042,-79.97650216406831,,
fsq_692,Citizens Bank,40.45389637186474,-79.99944783281995,540 E Ohio St,15212
fsq_694,The Sound Gallery,40.44367057395827,-80.00085436116134,"131 7th St, Pittsburgh, PA 15222",15222
fsq_695,The Duchess,40.440473887464776,-80.00755973162565,,15222
fsq_696,Hyland Park Pool,40.4881624,-79.92150358333333,,15206
fsq_697,First National Bank,40.448128,-80.004096,"100 Federal St, Isabella St.",15212
fsq_698,Shadeland BEER,40.48923700882006,-80.04730383649836,,
fsq_699,Union Station,40.444057995857655,-79.99257568240984,1100 Liberty Ave,15222
fsq_700,Bower Hill Community Church,40.38477217136064,-80.06084026673766,Moffit and Pinoak,
fsq_702,Kasab's,40.43084877725516,-80.00715021650315,,15213
fsq_703,Exxon,40.44705876790223,-79.89532926940748,"7530 Penn Ave, at S. Braddock Ave.",15208
fsq_704,The Pool @ DoubleTree Pittsburgh Downtown,40.440009,-79.992671,Sixth Street,
fsq_705,Mendel Hall,40.438240428490616,-79.99279958844046,,15219
fsq_706,Dormont Park,40.39682108740906,-80.0433166012045,"1801-1899 Dormont Ave, Wayne",15216
fsq_707,Gateway to Pittsburgh,40.43539319844439,-80.00785458131881,,
fsq_708,St Andrew Lutheran church,40.41534144347612,-80.0751305300629,,
fsq_709,Station Break,40.43453550409512,-80.0063748625851,,15219
fsq_710,Wendy's,40.41634689405625,-79.92516696453094,4524 Browns Hill Rd,15217
fsq_711,Southside Dog Park,40.42816542602108,-79.986098541564,1260 Sarah St,
fsq_712,The PT Group,40.4368953,-79.9996158,425 1st Ave Ste 400,15219
fsq_713,Aspinwall Park,40.49423844503415,-79.90811121469288,,
fsq_714,Nana's Hot Dog,40.45536402690193,-80.00657143183865,1110 Federal St,15212
fsq_715,Amazing Books,40.433989,-79.923112,2030 Murray Ave,15217
fsq_716,Calabria's Restaurant,40.3733015648458,-80.0067227709053,3107 Library Rd,15234
fsq_717,Bloomfield Playground Recreation Facilities,40.46216503590138,-79.95381488593347,Ewing St,15224
fsq_718,Pittsburgh Water and Sewer Authority (PWSA),40.445665883096176,-79.99144115433256,1200 Penn Ave,15222
fsq_720,Wendover St Apartments,40.43201867480626,-79.92776668024963,2015 Wendover St,15217
fsq_721,Brighton Heights,40.48036163491887,-80.04105698525461,,15212
fsq_722,Sodini Parklet,40.410703,-80.047446,,
fsq_723,Hilton Garden Inn Pittsburgh Downtown,40.44011359963859,-80.00147330919265,"250 Forbes Ave, btwn Market Sq & Wood St",15222
fsq_724,Wise Guys Pizza,40.47638666896951,-80.03130197525024,Woods Run Avenue,15212
fsq_725,Memorial Park,40.41961704154909,-79.89309916767358,,
fsq_726,Frick Fine Arts Building,40.44185687264575,-79.95110625634882,"104 Frick Fine Arts Building, Schenley Drive",15260
fsq_727,Crazy Mocha,40.45564028965186,-80.00662466419112,"2 E North Ave, at Federal St.",15212
fsq_728,cogo's,40.47322296313937,-80.06258643561316,"Island Ave, McKees Rocks, PA 15136",15136
fsq_729,Legion Park,40.48185033114616,-80.03475666046143,"Brighton Road, Shadeland Avenue",15212
fsq_730,The Pittsburgh Social Exchange,40.44900171771659,-79.98660100143434,1627 Penn Ave,15222
fsq_731,Public Safety Building,40.38332322998588,-80.0437532351697,555 Washington Rd,15228
fsq_732,Virginia Manor Biking Circuit,40.388660699444365,-80.05927414151945,"Osage Rd, Cochran Rd",15243
fsq_733,Mt. Lebanon Sassy Sign,40.368485,-80.036295,,
fsq_735,City Vista Gym,40.426956,-80.0363,325 Elizabeth Dr,15220
fsq_736,Glenwood Bridge,40.39462049172302,-79.93485428330939,"Glenwood Bridge, betw 2nd Ave and Streets Run Rd",
fsq_737,Dippy the Dinosaur (Diplodocus carnegii),40.44360212772978,-79.9515384774904,"4400 Forbes Ave, Schenley Drive Extension",15213
fsq_738,Mt Lebanon Police Association,40.38332444651571,-80.0435979520776,,
fsq_739,Giant Eagle Supermarket,40.41133241050013,-79.90879813924097,"420 E Waterfront Dr, at Bridge St",15120
fsq_740,Shop 'n Save,40.4296808348185,-80.00800188370945,125 Virginia Ave,15211
fsq_742,Petsburgh Grooming,40.38574914967458,-79.97875213623045,"2601 Brownsville Rd, Churchview Ave",15227
fsq_743,First Unitarian Church,40.45079229670094,-79.94277610852491,5000-5048 Ellsworth Ave,15213
fsq_744,West Liberty Dentistry,40.39335466441366,-80.036324699974,2985 W Liberty Ave,15216
fsq_745,Amberson Apartment,40.453158,-79.942111,4 Bayard Rd,15213
fsq_747,Heidelberg Fire Hall,40.39381848170016,-80.08994756375169,,15106
fsq_748,DICK'S Sporting Goods,40.41050396159028,-79.91123847274345,350 East Waterfront Drive,15120
fsq_749,Liberty Bail Bonds,40.44531409590578,-79.99157309532166,1139 Penn Ave,15222
fsq_750,Carnegie Mellon Bookstore,40.44401814979696,-79.94230725882304,"University Center, Carnegie Mellon University",15213
fsq_751,Pizza,40.45822525024414,-79.92265319824219,,
fsq_752,Community Bank,40.40130383333334,-80.01443961666666,,15226
fsq_753,SciQuest - Pittsburgh,40.45816606659915,-79.97890968747052,,
fsq_754,Cardamone's Salon,40.43997267402144,-80.00074067976226,300 Forbes Ave,15222
fsq_755,Southminster Child Care Center,40.37791834722152,-80.04584008115977,,
fsq_757,Hofbruhaus Pittsburgh,40.42880435096311,-79.96453919184768,"2705 S Water St, at S 27th St",15203
fsq_758,North Shore Bike Trail,40.44736012411103,-80.00243246312932,"3 Rivers Heritage Trail System, Clemente Bridge",15212
fsq_760,Primanti Bros,40.446800299210274,-80.01562951578646,"100 Art Rooney Ave, at Heinz Field",15212
fsq_761,Unitarian Universalist Church of the South Hills,40.365026183333335,-80.048766,"1240 Washington Rd, Sunnyhill",15228
fsq_762,Pittsburgh Videotech Center,40.44222129684799,-80.00553943829718,,
fsq_763,Mercy Orthopedic Associates,40.435902,-79.985957,"1350 Locust St, Mercy Professional Bldg.",15219
fsq_764,Concord Elementary,40.387416247423786,-79.98420238494873,"2350 Brownsville Rd, at Biscayne Dr.",15210
fsq_766,Lockhart Tire,40.45249476402666,-79.99989055812227,"507 Lockhart St, Cedar Avenue",15212
fsq_768,Newman Chiropractic Center,40.45359854581579,-79.92109297942342,"527 Shady Ave, Kentucky Ave.",15206
fsq_769,Brunswick Zone Playmor Bowl,40.364305,-79.90853,5840 Buttermilk Hollow Rd,15207
fsq_770,The Tower at PNC Plaza,40.44047597736099,-80.00038827444307,300 5th Ave,15222
fsq_771,Highland Park Tennis Courts,40.47410062250599,-79.91095370220891,"6700 Block, Stanton Ave, Lake Dr",15206
fsq_772,Propel School Board,40.420105,-79.957484,,
fsq_773,Waffallonia,40.437782502934674,-79.92297849406611,"1707 Murray Ave, at Forbes Ave",15217
fsq_774,Park,40.49484055453651,-79.92549419403076,"Main St., 16th St.",15215
fsq_776,Forbes Gyro,40.4413899465565,-79.95728835088737,"3715 Forbes Ave, btwn Atwood and Oakland",15213
fsq_778,Mineo's Pizza House,40.37069575085415,-80.0485014873441,,
fsq_779,Worms,40.43901013487572,-80.02087611114794,,
fsq_780,Fox Chapel Mews,40.493402029336615,-79.88075303548952,300 Fox Chapel Rd,15238
fsq_781,Schiller's Pharmacy,40.4505180071987,-79.9351657730998,"811 S Aiken Ave, Walnut Street",15232
fsq_782,Riggs,40.45475911134156,-80.01466281585398,1208 Brighton Rd,15233
fsq_783,Zion Hill Baptist Church,40.43017959594727,-79.89484405517578,102 Clay Ave,15644
fsq_784,Sesame Inn,40.379643287573074,-80.04497362231142,715 Washington Rd,15228
fsq_785,The Point at Three Rivers,40.44239628009358,-80.01322176286516,,
fsq_786,Lawrenceville Motors,40.48163922286152,-79.95434823819642,"5241 Butler St, btwn McCandless Ave & 52nd St",15201
fsq_787,Donner House,40.442027511447726,-79.94012736874765,"Margaret Morrison St, at Carnegie Mellon University",15213
fsq_788,Squirrel Hill Cafe,40.43797781057262,-79.92287951962462,"5802 Forbes Ave, at Murray Ave",15217
fsq_789,Pittsburgh Urban Christian School,40.44148041374485,-79.88266340587785,,
fsq_790,Swissvale Station,40.41530220624091,-79.87896848867123,,15218
fsq_792,Gateway Garage,40.441138237308,-80.00601289595103,,15222
fsq_793,Fine Wine & Good Spirits,40.40985162429364,-79.9118102748192,330 W. Bridge St.,15210
fsq_794,Chatham University Chapel,40.44988745483879,-79.92737137559104,1-103 Woodland Rd,15232
fsq_795,Dance America,40.49733769059685,-80.05898102581152,616 Lincoln Ave,15202
fsq_796,CVS,40.45460774866053,-79.95366736974165,,
fsq_797,Salim's Middle Eastern Foods,40.45270586812487,-79.94939784388748,"4705 Centre Ave, at N. Neville St",15213
fsq_798,Southside Steaks,40.42853782766761,-79.9775862388716,"2000 E Carson St, 20th St",15203
fsq_799,Butler Street Tattoo,40.48024368286133,-79.9547348022461,,
fsq_801,Doman Auto Sales,40.40209798193541,-80.00145502618643,"1308 Edgebrook Ave, Saw Mill Run Blvd",15226
fsq_802,Pittsburgh Steak Company,40.42857162959278,-79.9780482066763,1924 E Carson St,15203
fsq_803,Duquesne University - Fisher Hall,40.43803107985119,-79.99231900893427,"600 Forbes Ave, Duquesne University",15219
fsq_804,Gleason And Associates,40.442552,-80.005339,420 One Gateway center. Suite 525,
fsq_805,Pizza Bosa,40.439011,-79.992204,741 5th Ave,15219
fsq_806,London Terrace Apartments,40.44810643973975,-79.95002567768097,135-137 N Craig St,15213
fsq_807,Spoon,40.45999592835547,-79.9250397459026,134 S Highland Ave,15206
fsq_808,South Hills Pub Quiz,40.38849493574431,-80.04979848861694,"Beverly Rd, Overlook",15216
fsq_809,Tracy's Place,40.407379,-79.910254,219 8th Avenue,
fsq_810,Pittsburgh Tour Company,40.427947,-79.965954,,
fsq_811,P.F. Chang's,40.406788,-79.916012,148 W Bridge St,15120
fsq_812,Murray Avenue locksmith,40.43451920807085,-79.92298364639282,"2004 Murray Ave, Beacon",15217
fsq_813,Sheraton Swimming Pool,40.435507,-80.006735,Station Square,15219
fsq_814,Oakland,40.44114985891296,-79.96156454086304,,15213
fsq_815,Subway,40.36631960556185,-79.98459152554864,4142 Sawmill Run Blvd,15227
fsq_818,Beulah Baptist,40.41536681851917,-80.00304403819725,201 Chalfont St,15210
fsq_819,Shadyside Plaza,40.458424,-79.92489,195 S Highland Ave,15206
fsq_820,Wendy's,40.4570113636494,-79.93749976158148,5422 Baum Blvd,15232
fsq_821,ESB Bank,40.4548011637656,-79.99954774603272,807 Middle St,15212
fsq_822,Urban Impact Foundation,40.4541209345109,-80.00292390771988,"801 Union Ave, E. Ohio St.",15212
fsq_823,Foster Plaza 5,40.42213065105605,-80.06080062540376,651 Holiday Dr,15220
fsq_824,In The Blood Tattoo,40.428605291755154,-79.97739460274985,2005 E Carson St,15203
fsq_825,Steel Workers,40.439923666393845,-80.00561042237238,,15222
fsq_826,Jared L. Cohon University Center,40.44349329460666,-79.94194149971008,Carnegie Mellon University,15213
fsq_828,United Refrigeration,40.45443973333333,-80.03363586666667,1813 N Franklin St,15233
fsq_829,Mt. Lebanon Art In The Park,40.38238089544869,-80.04510132864242,,
fsq_830,Joe's Dog House,40.440639850924015,-79.94210569664942,"Tech St, Margaret Morrison St",15213
fsq_831,Foster Square,40.45187841519321,-80.00767439551412,29-55 Foster Sq,15212
fsq_832,Ingram Station,40.44385421155071,-80.06593566013714,West Busway,15205
fsq_833,Pittsburgh Vinyl Convention,40.45571859805633,-79.95385859438692,,15213
fsq_834,Carnegie Mellon University,40.44379301156473,-79.94335701010415,5000 Forbes Ave,15213
fsq_835,Cafe Du Jour,40.42885869247113,-79.98718413917635,"1107 E Carson St, at S 11th St",15203
fsq_836,Pittsburgh Theological Seminary,40.46766427979664,-79.92079237082064,616 N Highland Ave,15206
fsq_838,eyegotcha,40.4730331260959,-80.07494842944777,808 Broadway Ave,15136
fsq_839,Marshalls,40.41171490687221,-79.90757460405509,460 E Waterfront Dr,15120
fsq_840,Jack Maggs Agency,40.39605,-79.9984,1700 Saw Mill Run Blvd Rt 51,15210
fsq_841,Bombay Food Market,40.45199025155352,-79.95178405774303,4605 Centre Ave,15213
fsq_842,Frick Park Automotive,40.439790767897925,-79.8976861505436,585 S Braddock Ave,15221
fsq_843,Motor Square Garden,40.45966042236546,-79.92718691328706,5900 Baum Blvd,15206
fsq_844,Carnegie Stage,40.40622544141599,-80.08863687515259,25 W Main St,15106
fsq_845,Squirrel Hill Jewelers,40.43519,-79.922729,1925 Murray Ave,15217
fsq_846,Castle Shannon Bingo,40.36597718888094,-80.01639932746417,,15234
fsq_847,Park Place Pub,40.47625406688736,-79.92082949448152,5719 Bryant St,15206
fsq_848,Frederick J. Osterling Office and Studio,40.44826973111032,-80.00102519989014,"228 Isabella St, Anderson Street",15212
fsq_849,PNC Triangle Park,40.44175685043711,-80.00210931049031,"Liberty Avenue, Fifth Avenue",15202
fsq_850,Hampton Inn Pittsburgh Univercity Center,40.43598911319283,-79.96308535337448,3315 Hamlet Pl,15213
fsq_851,A For The People Insurance Agency,40.44894809760298,-79.97109440999087,2514 Wylie Ave,15219
fsq_852,Siam Thai Restaurant,40.43720039390124,-80.00037167547596,"410, First Avenue",
fsq_855,The waterfront apartments,40.41437827232173,-79.90470170974731,611 E Waterfront Dr,15120
fsq_856,Century Building,40.443702,-80.000684,130 Seventh Street,
fsq_859,Banksville And Carnahan,40.407229153254086,-80.03438640578122,,
fsq_861,Pittsburgh Meeting Room,40.4396653175354,-79.99301075935364,,15219
fsq_862,The Eye Gallery,40.383833,-80.043987,"514 Washington Rd, Shady Drive",15228
fsq_863,Butler Street Motor Works,40.48242718708608,-79.95072245735,,15201
fsq_864,Carnegie Museum Parking Garage/Lot,40.44329330094416,-79.949017750278,,15213
fsq_865,Pie Express,40.441551,-79.957248,,15213
fsq_866,Avalon Public Library,40.49708106666667,-80.062982,,15202
fsq_867,Park Circle Motors,40.469991,-80.076766,401 Singer Ave,15136
fsq_868,Lawrenceville Community Garden,40.46755573275698,-79.9561733007431,"42nd St, Sherrod St",15201
fsq_869,Lynns Cafe,40.46779096126557,-80.07397055625916,,
fsq_870,Matthews International,40.44764894970899,-80.00244077606098,,15212
fsq_871,Mine Factory,40.44884416001395,-79.89498538151184,201 N Braddock Ave,15208
fsq_872,Warrington Recreation Center,40.42101611512861,-80.00057586960543,"329 E Warrington Ave, Estelle",15210
fsq_873,Homestead United Presbyterian Church,40.40689174059215,-79.90876558709726,908 Ann St,15120
fsq_874,South Side Works,40.4278389861343,-79.96546787769765,445 S 27th St,15203
fsq_875,Krista's Cantina,40.46695016150877,-80.03437243208322,2650 California Ave,15212
fsq_876,Squirrel Hill Sports Bar,40.4294694077199,-79.92243513815102,"5832 Forward Ave, Murray Ave",15217
fsq_877,Ralph Schugar's Chapel,40.45703215669052,-79.93608384182248,5509 Centre Ave,15232
fsq_878,The Humble Barber,40.481729,-80.033862,"3598 Brighton Road, Davis Avenue",
fsq_879,Schenley Annex,40.44897919037938,-79.95031267503214,"147 N Craig St, Bayard St",15213
fsq_880,Pierogies Plus,40.46881599264878,-80.06000573495294,342 Island Ave,15136
fsq_881,Ruth Gardens,40.4338686906672,-79.92338303656705,,15217
fsq_882,The Grant Bar and Lounge,40.47830820009678,-79.96976750359927,114 Grant Ave,15209
fsq_883,August Wilson Park,40.446606,-79.985869,"Cassatt Street, Cliff Street",15219
fsq_884,Shades Of Style,40.378105,-79.987999,,
fsq_885,Riverview Dog Park,40.48213433765598,-80.0215249774095,,
fsq_886,Castle Place,40.36945220974855,-80.03470900474636,331 Mount Lebanon Blvd,15234
fsq_887,Mellon Institute,40.44621219023768,-79.95116581475587,Carnegie Mellon University,15213
fsq_888,The Church Brew Works,40.462082315754046,-79.96442735748312,"3525 Liberty Ave, at 36th St",15201
fsq_889,Moe's Tavern,40.441021298142815,-80.0055503589279,300 Liberty Ave,15222
fsq_890,CrossFit Shadyside,40.45634570420904,-79.93650534222311,"500 S Graham St, Centre Ave",15232
fsq_891,shadyside house tour,40.455636115193045,-79.9406303259101,,15232
fsq_892,My House,40.47073867737485,-79.92787552848378,"5534 Baywood St, Negley St",15206
fsq_893,Prospect Park,40.36655787445898,-79.96163709173135,1732 Skyline Dr,15227
fsq_894,Pinkerton Funeral Home,40.498343,-80.061321,,
fsq_895,Stevenson T Stop,40.40228068828583,-80.031844,Broadway Ave,
fsq_896,Pittsburgh Baseball Club Grill,40.44719403419009,-80.00678438136157,PNC Park,15212
fsq_897,Allegheny Neurological,40.4563,-80.002516,420 E North Ave #206,15212
fsq_898,Sunoco,40.39640958586398,-79.99848252951115,1640 Saw Mill Run Blvd,15210
fsq_899,Antonio's Pizzeria,40.3937184402777,-80.01994586572256,748 Brookline Blvd,15226
fsq_901,Duquesne Yoga Room,40.438144912615485,-79.99156536754629,,
fsq_902,Allegheny Station,40.447928903814194,-80.01810271627436,,
fsq_904,The UPS Store,40.411845445632935,-79.90991592407227,159 E Bridge St,15120
fsq_905,Bernie's Photo Center,40.453474,-79.999752,525 E Ohio St,15212
fsq_906,15 Fahrenheit Rolled Ice Cream,40.3811361,-80.04457339999999,654 Washington Rd,15228
fsq_907,Golden Palace Chinese Restaurant,40.43081827171159,-80.00748328894929,206 Shiloh St,15211
fsq_908,Sandy's House,40.432530641555786,-79.95362520217896,3284 Dawson St,15213
fsq_909,Shadyside Presbyterian Nursery,40.44898704185685,-79.93883799020148,"5121 Westminster Pl, at Shadyside Presbyterian Church",15232
fsq_910,Rumerz Sports Bar And Grill,40.47649124470525,-80.0307584465957,1216 Woods Run Ave,15212
fsq_911,Spirit of Health Van of Duquesne University,40.43595886230469,-79.99171447753906,,
fsq_912,Crazy Mocha,40.43902492159875,-80.00583827433749,11 Stanwix St,15222
fsq_913,Fitness Factory,40.45849914442372,-79.92534130811691,212 S Highland Ave,15206
fsq_914,Point Park Library,40.4397185799819,-80.00069430858574,,
fsq_915,Smithfield Medical,40.438424,-79.999681,303 Smithfield St.,
fsq_917,Brackenridge Laundry Room,40.44378378697051,-79.95512613002344,,15213
fsq_918,Northside Yoga,40.451946,-80.015347,,
fsq_919,Engine/Truck Company #26 - Pittsburgh Bureau of Fire,40.39487141955415,-80.021602201859,,
fsq_920,All Things Aquatic Dive Center,40.3815285,-79.99861949999999,"2544 Library Rd Suite 104, Route 51",15234
fsq_921,UPMC Shadyside Radiology Dept.,40.455091789210414,-79.9397778781402,5200 Centre Ave,15232
fsq_922,St. Pius X Byzantine Catholic Church,40.38887807,-79.98538965,2336 Brownsville Rd,15210
fsq_923,The Home Depot,40.4646775,-79.9221005,400 N Highland Ave,15206
fsq_924,Piper's Pub,40.4286769,-79.979364,"1828 E Carson St, at S 19th St.",15203
fsq_925,Allegheny Cemetery,40.46549248613043,-79.9466735708261,4734 Butler St,15201
fsq_926,Subway,40.44128210956893,-79.95737041631529,3707 Forbes Ave,15213
fsq_929,Westwood Field,40.43123182442224,-80.05018787284043,,15205
fsq_930,Amberson Apartments and Towers: Building 3,40.453199108548574,-79.94215415348647,Bayard Rd,15213
fsq_931,Spencer United Methodist Church,40.38593975805712,-79.97753443197266,"117 Spencer Ave, Churchview",15227
fsq_932,Holland 4th Floor,40.44324321553889,-79.95657393917296,,
fsq_933,Mount Lebanon Farmer's Market,40.37412453932672,-80.04746999263884,975 Washington Rd,15228
fsq_934,Jefferson Middle School Track,40.382783934225415,-80.06282653107446,,15216
fsq_936,The Original Gyro,40.36504443457997,-80.01794602771821,3611 Library Rd,15234
fsq_937,Korean War Veterans' Memorial,40.445744,-80.007838,,
fsq_938,Mount Washington Senior Center,40.429897,-80.00777,,15211
fsq_939,The Field,40.428773,-79.986006,,
fsq_940,Shady Lane School,40.44720799159772,-79.8949881979404,"100 N Braddock Ave, Penn Ave",15208
fsq_941,The Art Garden,40.45782104482901,-79.92193467802593,,
fsq_942,Hair Day,40.43126671666667,-79.97828826666667,", Wharton Sq",15203
fsq_943,Elm Leaf Park,40.3832636096172,-79.95620242817084,,
fsq_944,American Buyers Discount Mattress Store,40.4089932,-79.9073564,401 E 8th Ave,15120
fsq_945,The Dakota Apartments,40.4517988964905,-79.95082532920779,"259 Melwood Ave, Centre",15213
fsq_946,Mt. Lebanon Dermatology,40.38100593,-80.04485752,", Washington Rd.",15228
fsq_947,Curry on Murray,40.43308325492821,-79.92311104746985,"2121 Murray Ave, btw Douglas St. & Hobart St.",15217
fsq_948,King Edward Apartments,40.45039844644671,-79.9500920746853,4601 Bayard St,15213
fsq_949,Pizza Pronto,40.45200097458545,-79.95160758059839,"4611 Centre Ave, Centre ave",15213
fsq_950,UPMC St Margaret Suite 103,40.49126717279068,-79.89516579984448,100 Delafield Rd,15215
fsq_952,Mudge BBase,40.447152,-79.942999,,15213
fsq_954,Greenlight Juice,40.43347392265642,-79.92317676544188,2108 Murray Ave,15217
fsq_955,Pittsburgh Banjo Club,40.45197677612305,-80.00079345703125,400 Cedar Ave,15212
fsq_956,Towers Fitness Center,40.44227272790536,-79.95608769651258,3900-3960 Forbes Ave,15260
fsq_957,Exterminator Batcave,40.389239,-79.867649,,
